date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:17:28	32715/32715	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/3.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/3.html	(from https://bbs.super-deel.site/dhan/polls/product/3.html)
19:17:29	83154/83154	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2_VOWDT60.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2_VOWDT60.jpg	(from https://bbs.super-deel.site/dhan/polls/product/4.html)
19:17:30	59047/59047	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2023:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/3.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/3.jpg	(from https://bbs.super-deel.site/dhan/polls/product/4.html)
19:17:31	155345/155345	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/4.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/4.jpg	(from https://bbs.super-deel.site/dhan/polls/product/4.html)
19:17:31	2847733/2847733	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2023:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/singham.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/singham.jpg	(from https://bbs.super-deel.site/dhan/polls/product/4.html)
19:17:31	32715/32715	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/4.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/4.html	(from https://bbs.super-deel.site/dhan/polls/product/4.html)
19:17:32	8983/8983	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2023:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2_UF8vFiF.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2_UF8vFiF.jpg	(from https://bbs.super-deel.site/dhan/polls/product/5.html)
19:17:32	10097/10097	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/3-2.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/3-2.jpg	(from https://bbs.super-deel.site/dhan/polls/product/5.html)
19:17:33	14065/14065	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2023:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/4-2.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/4-2.jpg	(from https://bbs.super-deel.site/dhan/polls/product/5.html)
19:17:33	1803145/1803145	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2023:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/download_rMYhJP3.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/download_rMYhJP3.jpg	(from https://bbs.super-deel.site/dhan/polls/product/5.html)
19:17:34	32715/32715	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/5.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/5.html	(from https://bbs.super-deel.site/dhan/polls/product/5.html)
19:17:34	65806/65806	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2-2.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2-2.jpg	(from https://bbs.super-deel.site/dhan/polls/product/6.html)
19:17:35	30231/30231	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/3_i2PML8n.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/3_i2PML8n.jpg	(from https://bbs.super-deel.site/dhan/polls/product/6.html)
19:17:35	6711/6711	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/4_cinxpxX.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/4_cinxpxX.jpg	(from https://bbs.super-deel.site/dhan/polls/product/6.html)
19:17:36	32715/32715	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/6.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/6.html	(from https://bbs.super-deel.site/dhan/polls/product/6.html)
19:17:37	2406564/2406564	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/download_MSKov80.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/download_MSKov80.jpg	(from https://bbs.super-deel.site/dhan/polls/product/6.html)
19:17:37	37913/37913	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2_uMtAbiZ.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2_uMtAbiZ.jpg	(from https://bbs.super-deel.site/dhan/polls/product/7.html)
19:17:37	43419/43419	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2023:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/3_Yqi1MoJ.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/3_Yqi1MoJ.jpg	(from https://bbs.super-deel.site/dhan/polls/product/7.html)
19:17:38	104755/104755	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/4_CBWvtxm.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/4_CBWvtxm.jpg	(from https://bbs.super-deel.site/dhan/polls/product/7.html)
19:17:40	32715/32715	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/7.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/7.html	(from https://bbs.super-deel.site/dhan/polls/product/7.html)
19:17:40	3708355/3708355	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/download_Xj2qTgj.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/download_Xj2qTgj.jpg	(from https://bbs.super-deel.site/dhan/polls/product/7.html)
19:17:40	43210/43210	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2_YGsTEu0.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2_YGsTEu0.jpg	(from https://bbs.super-deel.site/dhan/polls/product/10.html)
19:17:40	19065/19065	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/3_sqh6TOr.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/3_sqh6TOr.jpg	(from https://bbs.super-deel.site/dhan/polls/product/10.html)
19:17:41	8311/8311	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/4_qo5Yh6D.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/4_qo5Yh6D.jpg	(from https://bbs.super-deel.site/dhan/polls/product/10.html)
19:17:42	32724/32724	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/10.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/10.html	(from https://bbs.super-deel.site/dhan/polls/product/10.html)
19:17:42	558530/558530	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/comimg_mdobJnO.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/comimg_mdobJnO.jpg	(from https://bbs.super-deel.site/dhan/polls/product/10.html)
19:17:43	60668/60668	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2_D6a89Up.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2_D6a89Up.jpg	(from https://bbs.super-deel.site/dhan/polls/product/11.html)
19:17:43	55996/55996	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/3_IX3vYS9.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/3_IX3vYS9.jpg	(from https://bbs.super-deel.site/dhan/polls/product/11.html)
19:17:43	63983/63983	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/4_jSUZbmJ.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/4_jSUZbmJ.jpg	(from https://bbs.super-deel.site/dhan/polls/product/11.html)
19:17:44	3804071/3804071	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/sdfgsdfgsdfgsdfg.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/sdfgsdfgsdfgsdfg.jpg	(from https://bbs.super-deel.site/dhan/polls/product/11.html)
19:17:45	32724/32724	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/11.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/11.html	(from https://bbs.super-deel.site/dhan/polls/product/11.html)
19:17:46	379205/379205	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2_hPyOuuD.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2_hPyOuuD.jpg	(from https://bbs.super-deel.site/dhan/polls/product/12.html)
19:17:46	298469/298469	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/3_nrTEy2d.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/3_nrTEy2d.jpg	(from https://bbs.super-deel.site/dhan/polls/product/12.html)
19:17:47	489137/489137	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/4_iXpwKZd.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/4_iXpwKZd.jpg	(from https://bbs.super-deel.site/dhan/polls/product/12.html)
19:17:48	32724/32724	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/12.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/12.html	(from https://bbs.super-deel.site/dhan/polls/product/12.html)
19:17:49	468715/468715	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2_Si0qIu0.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2_Si0qIu0.jpg	(from https://bbs.super-deel.site/dhan/polls/product/13.html)
19:17:50	361859/361859	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/3_08Ik0Kb.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/3_08Ik0Kb.jpg	(from https://bbs.super-deel.site/dhan/polls/product/13.html)
19:17:50	3195040/3195040	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/egergwertgqertgwertg.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/egergwertgqertgwertg.jpg	(from https://bbs.super-deel.site/dhan/polls/product/12.html)
19:17:51	330501/330501	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/4_Dsf2NmH.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/4_Dsf2NmH.jpg	(from https://bbs.super-deel.site/dhan/polls/product/13.html)
19:17:52	32724/32724	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/13.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/13.html	(from https://bbs.super-deel.site/dhan/polls/product/13.html)
19:17:52	1240642/1240642	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/asoldjfhaosdfoasdjfkl.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/asoldjfhaosdfoasdjfkl.jpg	(from https://bbs.super-deel.site/dhan/polls/product/13.html)
19:17:53	368483/368483	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2_e8cbydo.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2_e8cbydo.jpg	(from https://bbs.super-deel.site/dhan/polls/product/14.html)
19:17:53	112161/112161	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/3_T2rYMmQ.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/3_T2rYMmQ.jpg	(from https://bbs.super-deel.site/dhan/polls/product/14.html)
19:17:54	176292/176292	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/4_dRl7pWj.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/4_dRl7pWj.jpg	(from https://bbs.super-deel.site/dhan/polls/product/14.html)
19:17:55	32724/32724	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/14.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/14.html	(from https://bbs.super-deel.site/dhan/polls/product/14.html)
19:17:55	1475174/1475174	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/asdfgwerfghweqrtgyqertqertqwert.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/asdfgwerfghweqrtgyqertqertqwert.jpg	(from https://bbs.super-deel.site/dhan/polls/product/14.html)
19:17:56	431293/431293	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/3_uH5XhFy.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/3_uH5XhFy.jpg	(from https://bbs.super-deel.site/dhan/polls/product/15.html)
19:17:56	492771/492771	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2_U5UEAHZ.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2_U5UEAHZ.jpg	(from https://bbs.super-deel.site/dhan/polls/product/15.html)
19:17:57	345417/345417	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/4_6yD1R0N.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/4_6yD1R0N.jpg	(from https://bbs.super-deel.site/dhan/polls/product/15.html)
19:17:57	1696720/1696720	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/jgtyujrtyhj.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/jgtyujrtyhj.jpg	(from https://bbs.super-deel.site/dhan/polls/product/15.html)
19:17:58	32724/32724	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/15.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/15.html	(from https://bbs.super-deel.site/dhan/polls/product/15.html)
19:17:58	455766/455766	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2023:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2_iNuYxji.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2_iNuYxji.jpg	(from https://bbs.super-deel.site/dhan/polls/product/16.html)
19:17:59	205938/205938	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/3_VNrXH7N.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/3_VNrXH7N.jpg	(from https://bbs.super-deel.site/dhan/polls/product/16.html)
19:17:59	353169/353169	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/4_7Fa1sJf.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/4_7Fa1sJf.jpg	(from https://bbs.super-deel.site/dhan/polls/product/16.html)
19:18:01	1253428/1253428	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/fasdfasdfasdf.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/fasdfasdfasdf.jpg	(from https://bbs.super-deel.site/dhan/polls/product/16.html)
19:18:01	32724/32724	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/16.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/16.html	(from https://bbs.super-deel.site/dhan/polls/product/16.html)
19:18:02	413253/413253	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2_lTM06GJ.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2_lTM06GJ.jpg	(from https://bbs.super-deel.site/dhan/polls/product/17.html)
19:18:03	130654/130654	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2023:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/4_1u3wwS3.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/4_1u3wwS3.jpg	(from https://bbs.super-deel.site/dhan/polls/product/17.html)
19:18:03	401983/401983	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/3_PhSKO3Q.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/3_PhSKO3Q.jpg	(from https://bbs.super-deel.site/dhan/polls/product/17.html)
19:18:04	32724/32724	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/17.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/17.html	(from https://bbs.super-deel.site/dhan/polls/product/17.html)
19:18:04	1199293/1199293	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/asdfgawedtgqerg.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/asdfgawedtgqerg.jpg	(from https://bbs.super-deel.site/dhan/polls/product/17.html)
19:18:05	323197/323197	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2_4PyO3QZ.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2_4PyO3QZ.jpg	(from https://bbs.super-deel.site/dhan/polls/product/18.html)
19:18:06	119403/119403	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/3_u5epYVp.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/3_u5epYVp.jpg	(from https://bbs.super-deel.site/dhan/polls/product/18.html)
19:18:07	353647/353647	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/4_cNqe77C.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/4_cNqe77C.jpg	(from https://bbs.super-deel.site/dhan/polls/product/18.html)
19:18:08	32724/32724	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/18.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/18.html	(from https://bbs.super-deel.site/dhan/polls/product/18.html)
19:18:08	1913979/1913979	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/5.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/5.jpg	(from https://bbs.super-deel.site/dhan/polls/product/18.html)
19:18:09	302926/302926	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/3_HWFqUtm.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/3_HWFqUtm.jpg	(from https://bbs.super-deel.site/dhan/polls/product/19.html)
19:18:09	460835/460835	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2_6gRjBdE.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2_6gRjBdE.jpg	(from https://bbs.super-deel.site/dhan/polls/product/19.html)
19:18:10	143225/143225	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/4_Q6IG9su.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/4_Q6IG9su.jpg	(from https://bbs.super-deel.site/dhan/polls/product/19.html)
19:18:13	829809/829809	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/5_3kjoVph.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/5_3kjoVph.jpg	(from https://bbs.super-deel.site/dhan/polls/product/19.html)
19:18:13	32724/32724	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/19.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/19.html	(from https://bbs.super-deel.site/dhan/polls/product/19.html)
19:18:14	163418/163418	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2_aICeceX.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2_aICeceX.jpg	(from https://bbs.super-deel.site/dhan/polls/product/20.html)
19:18:14	117457/117457	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/3_vId96U6.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/3_vId96U6.jpg	(from https://bbs.super-deel.site/dhan/polls/product/20.html)
19:18:15	497633/497633	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/4_AM7ZXq8.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/4_AM7ZXq8.jpg	(from https://bbs.super-deel.site/dhan/polls/product/20.html)
19:18:16	32724/32724	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/20.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/20.html	(from https://bbs.super-deel.site/dhan/polls/product/20.html)
19:18:16	1819656/1819656	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/5_JxoDcj6.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/5_JxoDcj6.jpg	(from https://bbs.super-deel.site/dhan/polls/product/20.html)
19:18:16	269009/269009	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2_50M3y1m.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2_50M3y1m.jpg	(from https://bbs.super-deel.site/dhan/polls/product/21.html)
